conduct	complaint	nli_class	nli_contradiction_score	nli_entailment_score	nli_neutral_score	conflict
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, married after 4 years of relationship with his partner.	neutral	0.04630837216973305	0.011263112537562847	0.9424285292625427	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, married after 4 years of relationship with his partner.	neutral	0.02759678289294243	0.008045691065490246	0.9643575549125671	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, married after 4 years of relationship with his partner.	neutral	0.033790960907936096	0.007684269454330206	0.958524763584137	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, married after 4 years of relationship with his partner.	neutral	0.05995688587427139	0.007974141277372837	0.9320690035820007	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, married after 4 years of relationship with his partner.	neutral	0.06850369274616241	0.012691225856542587	0.9188051223754883	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, married after 4 years of relationship with his partner.	neutral	0.04042947292327881	0.00901794619858265	0.9505526423454285	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, married after 4 years of relationship with his partner.	neutral	0.005748443771153688	0.0016558555653318763	0.9925957322120667	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, married after 4 years of relationship with his partner.	neutral	0.09431751072406769	0.004475475754588842	0.9012070298194885	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, married after 4 years of relationship with his partner.	neutral	0.019014956429600716	0.004385665990412235	0.976599395275116	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, married after 4 years of relationship with his partner.	neutral	0.015541312284767628	0.002545261289924383	0.9819133877754211	no
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, married after 4 years of relationship with his partner.	neutral	0.011713205836713314	0.0026608738116919994	0.9856259226799011	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, married after 4 years of relationship with his partner.	neutral	0.01096454169601202	0.0027050760108977556	0.9863303899765015	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, married after 4 years of relationship with his partner.	neutral	0.02282096818089485	0.006452104076743126	0.9707269668579102	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, bought a dog.	contradiction	0.9923416376113892	0.000677514704875648	0.006980866193771362	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, bought a dog.	contradiction	0.9859259724617004	0.0013737402623519301	0.01270029041916132	no
Everyone must be treated with equality and transparency.	A, employee, bought a dog.	contradiction	0.9426648616790771	0.0022247314918786287	0.05511047691106796	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, bought a dog.	contradiction	0.9715210199356079	0.0022841962054371834	0.026194818317890167	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, bought a dog.	contradiction	0.8237976431846619	0.0040543111972510815	0.17214807868003845	no
A work team leader cannot abuse their powers or authority.	A, employee, bought a dog.	contradiction	0.9857217073440552	0.0010564852273091674	0.013221798464655876	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, bought a dog.	contradiction	0.6433916091918945	0.0052204011008143425	0.35138803720474243	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, bought a dog.	neutral	0.33358994126319885	0.007318190764635801	0.6590918302536011	no
All work team members must have equal opportunities.	A, employee, bought a dog.	contradiction	0.9074870347976685	0.003528580069541931	0.08898438513278961	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, bought a dog.	contradiction	0.9947834610939026	0.0004586764262057841	0.0047578574158251286	no
Workplace haressment is prohibited.	A, employee, bought a dog.	contradiction	0.8539891242980957	0.002408003667369485	0.1436028778553009	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, bought a dog.	contradiction	0.96642005443573	0.0021576439030468464	0.03142232447862625	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, bought a dog.	contradiction	0.9940130114555359	0.000803707807790488	0.0051832422614097595	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, bought a dog.	contradiction	0.9947289824485779	0.0006022059824317694	0.004668934736400843	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, bought a dog.	neutral	0.4365065097808838	0.005566498730331659	0.5579270124435425	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, bought a dog.	contradiction	0.9413983821868896	0.0019241932313889265	0.05667741224169731	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, bought a dog.	contradiction	0.9711080193519592	0.0012611780548468232	0.027630826458334923	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, bought a dog.	contradiction	0.9679866433143616	0.0019340678118169308	0.030079210177063942	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, bought a dog.	contradiction	0.9667148590087891	0.0010645495494827628	0.032220594584941864	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, bought a dog.	contradiction	0.9847812652587891	0.0014900292735546827	0.013728737831115723	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, bought a dog.	contradiction	0.8842901587486267	0.0035521425306797028	0.11215761303901672	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, bought a dog.	contradiction	0.9458465576171875	0.0018865098245441914	0.052267007529735565	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, bought a dog.	contradiction	0.9661456346511841	0.0018397686071693897	0.032014548778533936	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, bought a dog.	contradiction	0.9829750657081604	0.0009249690338037908	0.016099892556667328	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, bought a dog.	contradiction	0.6751214861869812	0.004379219841212034	0.3204993009567261	no
Competition fraud is prohibited.	A, employee, bought a dog.	contradiction	0.6321156024932861	0.005524212494492531	0.3623601496219635	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, bought a dog.	contradiction	0.9701603651046753	0.0022939506452530622	0.027545632794499397	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, bought a dog.	contradiction	0.9178704619407654	0.002424461767077446	0.07970502227544785	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, bought a dog.	contradiction	0.9704233407974243	0.0013694580411538482	0.028207208961248398	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, bought a dog.	contradiction	0.8922638893127441	0.0021962083410471678	0.10553984344005585	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, bought a dog.	contradiction	0.9615938067436218	0.0019665895961225033	0.03643953427672386	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, bought a dog.	contradiction	0.952355146408081	0.0017849787836894393	0.04585984721779823	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, bought a dog.	contradiction	0.80402672290802	0.0030400666873902082	0.19293317198753357	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, bought a dog.	contradiction	0.7679721117019653	0.004243559669703245	0.22778429090976715	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, bought a dog.	contradiction	0.6587358117103577	0.006057260558009148	0.33520692586898804	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, bought a dog.	contradiction	0.5600031018257141	0.005163215566426516	0.4348336458206177	no
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, bought a dog.	contradiction	0.4973410665988922	0.0068001640029251575	0.49585872888565063	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, bought a dog.	contradiction	0.9745501279830933	0.0015314032789319754	0.02391839772462845	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, bought a dog.	contradiction	0.994697093963623	0.0009827049216255546	0.004320278763771057	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, shaved after his supervisor warned him.	contradiction	0.9108042120933533	0.004707634449005127	0.0844881609082222	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, shaved after his supervisor warned him.	contradiction	0.7099224328994751	0.004659311380237341	0.28541824221611023	no
Everyone must be treated with equality and transparency.	A, employee, shaved after his supervisor warned him.	contradiction	0.5609305500984192	0.006736027076840401	0.43233340978622437	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, shaved after his supervisor warned him.	contradiction	0.8326159119606018	0.002928878413513303	0.16445526480674744	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, shaved after his supervisor warned him.	neutral	0.46916189789772034	0.005265305284410715	0.5255728363990784	no
A work team leader cannot abuse their powers or authority.	A, employee, shaved after his supervisor warned him.	contradiction	0.6671544313430786	0.005778871476650238	0.32706668972969055	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, shaved after his supervisor warned him.	neutral	0.3886674642562866	0.00710312882438302	0.6042293906211853	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, shaved after his supervisor warned him.	contradiction	0.8182299733161926	0.00514432555064559	0.17662574350833893	no
All work team members must have equal opportunities.	A, employee, shaved after his supervisor warned him.	contradiction	0.8474491834640503	0.0066688889637589455	0.14588196575641632	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, shaved after his supervisor warned him.	contradiction	0.852181613445282	0.0034715496003627777	0.14434687793254852	no
Workplace haressment is prohibited.	A, employee, shaved after his supervisor warned him.	contradiction	0.7202087640762329	0.008547044359147549	0.27124422788619995	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, shaved after his supervisor warned him.	contradiction	0.8205461502075195	0.004113335628062487	0.17534054815769196	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, shaved after his supervisor warned him.	contradiction	0.8198763728141785	0.003093754407018423	0.1770298182964325	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, shaved after his supervisor warned him.	contradiction	0.5878852605819702	0.0036870825570076704	0.40842771530151367	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, shaved after his supervisor warned him.	neutral	0.4006367027759552	0.005024294834583998	0.5943390130996704	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, shaved after his supervisor warned him.	contradiction	0.7041248083114624	0.004669015295803547	0.2912062108516693	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, shaved after his supervisor warned him.	contradiction	0.5530375838279724	0.0044142636470496655	0.44254815578460693	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, shaved after his supervisor warned him.	contradiction	0.8735145330429077	0.003392093814909458	0.12309345602989197	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, shaved after his supervisor warned him.	contradiction	0.6397959589958191	0.0053016492165625095	0.35490238666534424	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, shaved after his supervisor warned him.	contradiction	0.8995227217674255	0.003395794192329049	0.0970815122127533	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, shaved after his supervisor warned him.	contradiction	0.7833179831504822	0.003252658760175109	0.2134293168783188	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, shaved after his supervisor warned him.	contradiction	0.8484805226325989	0.004154459107667208	0.14736497402191162	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, shaved after his supervisor warned him.	contradiction	0.6811405420303345	0.004366095177829266	0.314493328332901	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, shaved after his supervisor warned him.	contradiction	0.856541633605957	0.003624190576374531	0.13983415067195892	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, shaved after his supervisor warned him.	contradiction	0.747075080871582	0.005109100602567196	0.2478158175945282	no
Competition fraud is prohibited.	A, employee, shaved after his supervisor warned him.	contradiction	0.6935296058654785	0.010163379833102226	0.2963070571422577	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, shaved after his supervisor warned him.	contradiction	0.8810437917709351	0.007548586465418339	0.11140767484903336	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, shaved after his supervisor warned him.	contradiction	0.8090198040008545	0.007503317669034004	0.18347689509391785	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, shaved after his supervisor warned him.	contradiction	0.6230373382568359	0.008467587642371655	0.3684951364994049	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, shaved after his supervisor warned him.	contradiction	0.7724578380584717	0.007977698929607868	0.21956448256969452	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, shaved after his supervisor warned him.	contradiction	0.8740370273590088	0.00556173687800765	0.12040120363235474	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, shaved after his supervisor warned him.	contradiction	0.6583142876625061	0.010889723896980286	0.3307960331439972	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, shaved after his supervisor warned him.	contradiction	0.6965692639350891	0.003117815125733614	0.30031290650367737	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, shaved after his supervisor warned him.	neutral	0.43616026639938354	0.006536717526614666	0.5573030114173889	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, shaved after his supervisor warned him.	contradiction	0.675063967704773	0.005855329800397158	0.319080650806427	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, shaved after his supervisor warned him.	neutral	0.32664796710014343	0.0060564810410141945	0.6672955751419067	no
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, shaved after his supervisor warned him.	neutral	0.35215261578559875	0.006519496440887451	0.6413278579711914	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, shaved after his supervisor warned him.	neutral	0.46831125020980835	0.005918130278587341	0.5257706642150879	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, shaved after his supervisor warned him.	contradiction	0.7602836489677429	0.004527313634753227	0.23518900573253632	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, refuses to sell products for a black costumer.	contradiction	0.6327191591262817	0.006968341767787933	0.3603125810623169	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, refuses to sell products for a black costumer.	contradiction	0.722827672958374	0.00407953467220068	0.2730928063392639	yes
Everyone must be treated with equality and transparency.	A, employee, refuses to sell products for a black costumer.	neutral	0.4238695502281189	0.003943799063563347	0.5721865892410278	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, refuses to sell products for a black costumer.	contradiction	0.5661540031433105	0.0036057601682841778	0.4302401840686798	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, refuses to sell products for a black costumer.	neutral	0.04071628674864769	0.00404801219701767	0.9552357196807861	no
A work team leader cannot abuse their powers or authority.	A, employee, refuses to sell products for a black costumer.	neutral	0.16336579620838165	0.002537560649216175	0.8340966105461121	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, refuses to sell products for a black costumer.	neutral	0.00658704387024045	0.0017237665597349405	0.9916892051696777	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, refuses to sell products for a black costumer.	neutral	0.028527749702334404	0.006600842345505953	0.964871346950531	no
All work team members must have equal opportunities.	A, employee, refuses to sell products for a black costumer.	neutral	0.13543710112571716	0.0031875204294919968	0.8613753318786621	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, refuses to sell products for a black costumer.	neutral	0.01657608151435852	0.003821056103333831	0.9796028733253479	no
Workplace haressment is prohibited.	A, employee, refuses to sell products for a black costumer.	neutral	0.0015411658678203821	0.0012375474907457829	0.9972213506698608	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, refuses to sell products for a black costumer.	neutral	0.29345858097076416	0.004308188334107399	0.7022331953048706	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, refuses to sell products for a black costumer.	neutral	0.2941528260707855	0.00448406208306551	0.7013631463050842	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, refuses to sell products for a black costumer.	contradiction	0.5071194767951965	0.003972996491938829	0.48890751600265503	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, refuses to sell products for a black costumer.	neutral	0.06979396194219589	0.002961013000458479	0.9272450804710388	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, refuses to sell products for a black costumer.	neutral	0.30882465839385986	0.005747902672737837	0.6854273676872253	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, refuses to sell products for a black costumer.	neutral	0.3636179566383362	0.0037583825178444386	0.6326236128807068	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, refuses to sell products for a black costumer.	neutral	0.3620759844779968	0.0043827444314956665	0.6335412263870239	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, refuses to sell products for a black costumer.	neutral	0.3142186999320984	0.0049919430166482925	0.6807893514633179	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, refuses to sell products for a black costumer.	contradiction	0.503810703754425	0.006117961369454861	0.4900713264942169	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, refuses to sell products for a black costumer.	neutral	0.09874929487705231	0.002695144386962056	0.8985555171966553	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, refuses to sell products for a black costumer.	neutral	0.00835492555052042	0.005705938208848238	0.9859391450881958	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, refuses to sell products for a black costumer.	neutral	0.28560832142829895	0.003171938005834818	0.7112197279930115	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, refuses to sell products for a black costumer.	neutral	0.12741819024085999	0.0038413635920733213	0.868740439414978	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, refuses to sell products for a black costumer.	neutral	0.1505305916070938	0.005272977985441685	0.8441964387893677	no
Competition fraud is prohibited.	A, employee, refuses to sell products for a black costumer.	neutral	0.027668781578540802	0.0062175351195037365	0.9661137461662292	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, refuses to sell products for a black costumer.	neutral	0.33176761865615845	0.00788701232522726	0.6603453755378723	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, refuses to sell products for a black costumer.	neutral	0.17998535931110382	0.0071030971594154835	0.8129115104675293	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, refuses to sell products for a black costumer.	neutral	0.27796217799186707	0.006381371524184942	0.7156564593315125	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, refuses to sell products for a black costumer.	neutral	0.06004524603486061	0.004403506871312857	0.9355512261390686	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, refuses to sell products for a black costumer.	neutral	0.13635805249214172	0.006010154727846384	0.8576318025588989	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, refuses to sell products for a black costumer.	neutral	0.3751888871192932	0.007308959029614925	0.6175020933151245	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, refuses to sell products for a black costumer.	neutral	0.0723358690738678	0.0016918940236791968	0.9259721636772156	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, refuses to sell products for a black costumer.	neutral	0.035831354558467865	0.002323640277609229	0.9618449807167053	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, refuses to sell products for a black costumer.	neutral	0.019621867686510086	0.0023683924227952957	0.9780097603797913	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, refuses to sell products for a black costumer.	neutral	0.09141097962856293	0.0038989626336842775	0.9046900272369385	no
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, refuses to sell products for a black costumer.	neutral	0.009525432251393795	0.001019602525047958	0.9894549250602722	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, refuses to sell products for a black costumer.	neutral	0.02524295635521412	0.00431797606870532	0.9704390168190002	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, refuses to sell products for a black costumer.	contradiction	0.8078374862670898	0.0038252598606050014	0.18833720684051514	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, refuses to sell products for a homosexual costumer.	contradiction	0.6843214631080627	0.010619987733662128	0.3050585687160492	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, refuses to sell products for a homosexual costumer.	contradiction	0.6991382837295532	0.003087959485128522	0.2977737486362457	yes
Everyone must be treated with equality and transparency.	A, employee, refuses to sell products for a homosexual costumer.	contradiction	0.6242629885673523	0.0046422905288636684	0.3710947632789612	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.37342312932014465	0.0044435663148760796	0.6221333146095276	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.06828304380178452	0.005428068805485964	0.9262888431549072	no
A work team leader cannot abuse their powers or authority.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.21359965205192566	0.00315689854323864	0.7832434773445129	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.012701415456831455	0.003301184391602874	0.9839973449707031	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.036184635013341904	0.010755839757621288	0.9530595541000366	no
All work team members must have equal opportunities.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.15580704808235168	0.004162084776908159	0.8400309085845947	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.021150687709450722	0.004830097779631615	0.9740192294120789	no
Workplace haressment is prohibited.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.004709900822490454	0.003599881660193205	0.9916901588439941	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.22161023318767548	0.0047406102530658245	0.7736491560935974	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.34646838903427124	0.00596831738948822	0.6475632190704346	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, refuses to sell products for a homosexual costumer.	contradiction	0.5449451208114624	0.004823599010705948	0.45023131370544434	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.09334929287433624	0.0037369236815720797	0.9029137492179871	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.29832470417022705	0.005757769104093313	0.695917546749115	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.4334163963794708	0.00406508706510067	0.5625185370445251	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.3504374623298645	0.00518946535885334	0.6443730592727661	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, refuses to sell products for a homosexual costumer.	contradiction	0.5448964238166809	0.006163536570966244	0.4489400386810303	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, refuses to sell products for a homosexual costumer.	contradiction	0.5348836779594421	0.009806303307414055	0.45531001687049866	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.0821199044585228	0.0030269953422248363	0.9148530960083008	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.022486001253128052	0.008967798203229904	0.9685462117195129	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.3392731845378876	0.004259265959262848	0.6564675569534302	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.18926507234573364	0.005100525915622711	0.8056344389915466	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.2299322932958603	0.006786260288208723	0.7632814645767212	no
Competition fraud is prohibited.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.031667646020650864	0.006792506668716669	0.9615398049354553	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.44594746828079224	0.009587785229086876	0.5444647669792175	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, refuses to sell products for a homosexual costumer.	neutral	0.2796460688114166	0.008566932752728462	0.7117869853973389	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, refuses to sell products for a homosexual costumer.	contradiction	0.5393523573875427	0.007451638113707304	0.4531959891319275	no
